brand_folder,brand,rank,days_running,started_running,display_format,cta_type,headline,primary_text,card_text,landing_url,foreplay_url,foreplay_id,images
03_Skool,Skool,9,332,2025-10-20,IMAGE,LEARN_MORE,Get started for FREE 🔥 Unlock the 14-Day Trial,"👉 Join 171.9k community builders collectively earning over $1 billion per year on the Skool platform TODAY.

❤️‍🔥 Our mission: Bring community to over 1 billion people
🤝 Simple setup: Launch your community and start receiving payments in under 90 seconds
💙 Proven funnel: Top creators grow by adding their link in social media bios, under YouTube videos, through our internal discovery feature, or with ads

Start your 14-day free trial now: skool.com/signup

What you get when you sign up:
✅Community software: Your own Skool with community, classroom, calendar, map, and more
✅ Access to Skoolers: A thriving community of creators and entrepreneurs openly sharing what works and supporting each other
✅ Training: Skool 101, Alex Hormozi’s $100M Money Models training, plus weekly updates

Start your 14-day free trial now: skool.com/signup

After your trial, it’s just $9/month for Hobby or $99/month for Premium.",,http://skool.com/signup,https://app.foreplay.co/discovery?ad=yd8G7ikyEBvVNDRevF7w,yd8G7ikyEBvVNDRevF7w,https://r2.foreplay.co/24737899582568250/b28b2ab1983bd50c76ea61932dc3a00a.jpg
03_Skool,Skool,10,332,2025-10-20,IMAGE,LEARN_MORE,Get started for FREE 🔥 Unlock the 14-Day Trial,"👉 Join 171.9k community builders collectively earning over $1 billion per year on the Skool platform TODAY.

❤️‍🔥 Our mission: Bring community to over 1 billion people
🤝 Simple setup: Launch your community and start receiving payments in under 90 seconds
💙 Proven funnel: Top creators grow by adding their link in social media bios, under YouTube videos, through our internal discovery feature, or with ads

Start your 14-day free trial now: skool.com/signup

What you get when you sign up:
✅Community software: Your own Skool with community, classroom, calendar, map, and more
✅ Access to Skoolers: A thriving community of creators and entrepreneurs openly sharing what works and supporting each other
✅ Training: Skool 101, Alex Hormozi’s $100M Money Models training, plus weekly updates

Start your 14-day free trial now: skool.com/signup

After your trial, it’s just $9/month for Hobby or $99/month for Premium.",,http://skool.com/signup,https://app.foreplay.co/discovery?ad=y59LlR6Zdl5CqUTzDPkN,y59LlR6Zdl5CqUTzDPkN,https://r2.foreplay.co/24903519602602450/864e469b14ea07cd6ba0deb4701020b2.jpg
03_Skool,Skool,11,332,2025-10-20,IMAGE,LEARN_MORE,Try it free for 14 days!,"Got something you love? You should make a skool for that!

🎨 Like painting?
🎮 Love games?
🧘‍♀️ Into wellness, fitness, or breathwork?
💡 Always giving advice or sharing ideas?

Whatever you’re into… skool makes it easy to turn your passion into a business.
You make a group.

People join.

You can share, teach, and earn … all in one place 🌱

👉 No tech stress. No pressure. Just passion.

Sign up here now: https://www.skool.com/signup 

Try it free for 14 days. See what happens",,http://skool.com/signup,https://app.foreplay.co/discovery?ad=qwQCFrz2ITNgOFcRW5uh,qwQCFrz2ITNgOFcRW5uh,https://r2.foreplay.co/25283433517960690/9d69512f447f6b1eaf700f8bff04d04f.jpg
03_Skool,Skool,12,332,2025-10-20,IMAGE,LEARN_MORE,Get started for FREE 🔥 Unlock the 14-Day Trial,"Got something you love? You should make a skool for that!

🎨 Like painting?
🎮 Love games?
🧘‍♀️ Into wellness, fitness, or breathwork?
💡 Always giving advice or sharing ideas?

Whatever you’re into… skool makes it easy to turn your passion into a business.
You make a group.

People join.

You can share, teach, and earn … all in one place 🌱

👉 No tech stress. No pressure. Just passion.

Sign up here now: https://www.skool.com/signup 

Try it free for 14 days. See what happens",,http://skool.com/signup,https://app.foreplay.co/discovery?ad=oSV0XklMqirekEC7uinu,oSV0XklMqirekEC7uinu,https://r2.foreplay.co/25657429780517270/3310e333612c0dc4fbe22fd68321545b.jpg
03_Skool,Skool,13,331,2025-10-21,IMAGE,LEARN_MORE,Skool: Sign up,"Turn Your Passion into a Business!

Love painting, gaming or fitness?
Always giving advice or sharing ideas?

Create a skool and monetize your passion!
No tech stress. No pressure. Just share, teach & earn.

Try it free for 14 days!",,http://skool.com/signup,https://app.foreplay.co/discovery?ad=vflt0qtJRtE9qJviF2P6,vflt0qtJRtE9qJviF2P6,https://r2.foreplay.co/24696741989995110/b9ef49a6a4d615958df1dd445b1da644.jpg
03_Skool,Skool,14,330,2025-10-22,IMAGE,LEARN_MORE,Try it free for 14 days!,"Got something you love? You should make a skool for that!

🎨 Like painting?
🎮 Love games?
🧘‍♀️ Into wellness, fitness, or breathwork?
💡 Always giving advice or sharing ideas?

Whatever you’re into… skool makes it easy to turn your passion into a business.
You make a group.

People join.

You can share, teach, and earn … all in one place 🌱

👉 No tech stress. No pressure. Just passion.

Sign up here now: https://www.skool.com/signup 

Try it free for 14 days. See what happens",,http://skool.com/signup,https://app.foreplay.co/discovery?ad=fvUaxrCgnIyRarGrdjds,fvUaxrCgnIyRarGrdjds,https://r2.foreplay.co/6dd7e770ec125f4f5cfb050399adcd0b06c387825c899e61ae86055697fd44a2.png
03_Skool,Skool,15,330,2025-10-22,IMAGE,LEARN_MORE,🔥 Start your FREE trial NOW,"👉 Join 171.9k community builders collectively earning over $1 billion per year on the Skool platform TODAY.

❤️‍🔥 Our mission: Bring community to over 1 billion people
🤝 Simple setup: Launch your community and start receiving payments in under 90 seconds
💙 Proven funnel: Top creators grow by adding their link in social media bios, under YouTube videos, through our internal discovery feature, or with ads

Start your 14-day free trial now: skool.com/signup

What you get when you sign up:
✅Community software: Your own Skool with community, classroom, calendar, map, and more
✅ Access to Skoolers: A thriving community of creators and entrepreneurs openly sharing what works and supporting each other
✅ Training: Skool 101, Alex Hormozi’s $100M Money Models training, plus weekly updates

Start your 14-day free trial now: skool.com/signup

After your trial, it’s just $9/month for Hobby or $99/month for Premium.",,http://skool.com/signup,https://app.foreplay.co/discovery?ad=bKmqhQ7UT6ShbeQ8NsuT,bKmqhQ7UT6ShbeQ8NsuT,https://r2.foreplay.co/738d4dcd2c37097b8024cebd71e558ebbed140b9b17a823ef941770af90a1492.jpg
04_Alex_Hormozi,Alex Hormozi,1,424,2025-07-20,IMAGE,LEARN_MORE,$100M Money Models Launch Live Aug 16,"Real quick question. What’s your email address?

I want to send you something that could change how you think about business.

Here’s what most entrepreneurs don’t understand about money…

They think the problem is getting more customers.

More traffic.

More leads.

But after building my $250M portfolio, I discovered something different.

The businesses that print money don’t just get more customers.

They have better Money Models.

Money Models are the reason some entrepreneurs struggle to hit $1M while others scale to $100M with the same effort.

It’s the difference between working IN your business and building a machine that works WITHOUT you.

I’ve spent the last six years perfecting these frameworks.

Testing them across multiple industries.

Refining them in my portfolio.

And on August 16th, I’m revealing the entire playbook live.

Not theory. Not fluff.

The exact Money Models that turn the same customers into recurring revenue machines.

Plus, everyone who shows up gets access to something I’ve been building in secret for four years.

Can’t say what it is.

But it’s the missing piece that makes everything else work.

This isn’t for everyone.

This is for entrepreneurs ready to understand how money actually flows in business.

Your move.

August 16th.

Register for the live event now.",,http://register.acquisition.com/,https://app.foreplay.co/discovery?ad=N8s1uIhTqOcEtbcVe7tv,N8s1uIhTqOcEtbcVe7tv,https://r2.foreplay.co/23987608450898890/995771e242b76e2c3fde3be4473231a7.jpg
04_Alex_Hormozi,Alex Hormozi,2,424,2025-07-20,IMAGE,LEARN_MORE,$100M Money Models Launch Live Aug 16,"Here’s something concerning to think about…

Right now, your competitors might be reading this same message.

Some will scroll past.

But a few will click.

And those few will quietly leave you behind.

Why?

Because they’ll learn what most have been missing.

On August 16th, I’m hosting a live event.

I’m revealing the Money Models that quietly built my $250M portfolio.

These aren’t tactics. They’re profit frameworks.

The same models that:

Multiply revenue without adding more leads
Turn the same buyers into repeat, higher-value customers
Build a business that compounds instead of burns out

And I’m not doing this to sell a book.

Here’s why I’m putting so much into this event…

Because the ones who get these models will see growth that looks effortless.

And the ones who don’t?

They’ll just wonder how they got left behind.

There’s more…

I’ve been building a secret project for 4 years.

Can’t say what it is yet.

But every single person who shows up live gets it, free.

But only if you’re in the room.

Here’s the reality…

If you don’t take action on this, someone else will.

Register for the live event now. Free. August 16th.",,http://register.acquisition.com/,https://app.foreplay.co/discovery?ad=LfnQfiYQ0Fjz1wwoNFF5,LfnQfiYQ0Fjz1wwoNFF5,https://r2.foreplay.co/23952062461082510/3f18ededf918a840d7ca6f60f1fccb76.jpg
04_Alex_Hormozi,Alex Hormozi,3,401,2025-08-12,IMAGE,LEARN_MORE,LIVE This Saturday: $100M Money Models Launch,"Real quick question. What's your email address? 

I want to send you an insane invitation to the biggest entrepreneur event of the season.
 
Most people think they need more customers. 

But here's what I learned building my $250M portfolio... You don't need more customers. 

You need better Money Models. 

$100M Money Models shows how to get more customers to spend more money with you, in less time, over and over again. 

I've been working on this book since 2019. 

It's the tactics that only the pros know. 

The stuff you can only learn through trial and error. 

And on August 16th, I'm walking through the whole system live. 

Plus I'm giving away a secret project I've been working on for two years. 

Can't say what it is. 

But every single person who shows up live gets one. 

This is going to be absurd. 

And if you preorder the $100M Money Models book, you get all the bonuses too.
 
Register for my live event now. 

Expect fireworks.",,http://register.acquisition.com/,https://app.foreplay.co/discovery?ad=9zXKtVG6aJn5yDtiHfUd,9zXKtVG6aJn5yDtiHfUd,https://r2.foreplay.co/24927237466878390/0b2618b7da7674da601bc766bf9efcc4.jpg
04_Alex_Hormozi,Alex Hormozi,4,160,2026-04-10,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=udP7NMmPGfTd22OEZmbX,udP7NMmPGfTd22OEZmbX,https://r2.foreplay.co/53beeaf4830c78a59baba61b26184acc1aa8f350071cf7159247ed2b39ff1320.jpg
04_Alex_Hormozi,Alex Hormozi,5,160,2026-04-10,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=jhl1SeiRoCL5Vl862k7A,jhl1SeiRoCL5Vl862k7A,https://r2.foreplay.co/c6ae1d93aebb8d2249cacc9ecef2ae7e69086f3433bb24260cb2336f9d6e7e60.jpg
04_Alex_Hormozi,Alex Hormozi,6,160,2026-04-10,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=V80zlzdJWwVDGyJwYkg9,V80zlzdJWwVDGyJwYkg9,https://r2.foreplay.co/07244e39a88813035796c8773df757a95ac7182a94bf7cd57f9659f63bba7e8a.jpg
04_Alex_Hormozi,Alex Hormozi,7,160,2026-04-10,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=TZBWC4Rl2OBXkbWmNWhz,TZBWC4Rl2OBXkbWmNWhz,https://r2.foreplay.co/fdcff6264d42a779e0a07c34a3a468a21dabc173516e7eb130d76fa6ab3d99e9.jpg
04_Alex_Hormozi,Alex Hormozi,8,160,2026-04-10,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=G49SK8Aoc2a648ORdREq,G49SK8Aoc2a648ORdREq,https://r2.foreplay.co/239926f7145d72d7902756efd84008aa222fde81cc0a4f1613d1fd02539bbf56.jpg
04_Alex_Hormozi,Alex Hormozi,9,160,2026-04-10,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=7SO5exHIA324cu1uBFs2,7SO5exHIA324cu1uBFs2,https://r2.foreplay.co/6c1ff9049b2a5cd3050ff85b757d9ddc6eeda0531e0be9a20533fd7919766124.jpg
04_Alex_Hormozi,Alex Hormozi,10,160,2026-04-10,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=5uW4DZd0YI2KoB9knqL1,5uW4DZd0YI2KoB9knqL1,https://r2.foreplay.co/a4263280cbb2aed990f269d7b97b4e18646e2a4bb9787c549cb3a1d80bd36ffb.jpg
04_Alex_Hormozi,Alex Hormozi,11,160,2026-04-10,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=3BGVnqYUPr2EiEEiIplr,3BGVnqYUPr2EiEEiIplr,https://r2.foreplay.co/a65ac74aee5a05f7612a17ffb23973085aae02771b2a6c60e555eb8477c5ef4b.jpg
04_Alex_Hormozi,Alex Hormozi,12,158,2026-04-12,IMAGE,DOWNLOAD,Get the Sales Tone PDF Now,"I've got something for you, especially if you're a business owner doing $1M+ a year and you've got a sales team.

The Free Sales Team Training: Use Tone That Converts. It covers:
- How to get your reps to internalize the script, not just memorize it
- The three constants every call needs: speed, volume, and clarity
- Why pausing 8+ seconds after asking for the sale increases close rates 23–40%
- The five buckets every objection falls into and how to handle them
- A daily training system so your team closes without you on every call

It's probably the best free gift I can give you if you've got people selling for you, because if your team puts this stuff into practice, they're going to close more deals with fewer words.

If you haven't grabbed it yet, just click the link and get the PDF for free.",,https://www.acquisition.com/sales-oo,https://app.foreplay.co/discovery?ad=2j1lrZNgysmZhTMPnsIK,2j1lrZNgysmZhTMPnsIK,https://r2.foreplay.co/931b25fc0ad84332ec47899bd407b80d2e5139cc68841a0b1dcf9f2fb6c50345.jpg
04_Alex_Hormozi,Alex Hormozi,13,99,2026-06-10,IMAGE,DOWNLOAD,Download Free Personalized Scaling Roadmap,"**Are you struggling to scale?**

To scale, you need one of these three things:

1. Better advertising and sales processes to get more customers
2. Increased customer value to afford more advertising and sales
3. More people to help keep up with demand

The good news? We’ve designed a Scaling Roadmap that teaches how to solve these constraints.

And we’ve personalized it for your business.

We're confident it can help you break through to the next level.

Just answer a few questions and we’ll send it to you for free.",,https://www.acquisition.com/roadmap,https://app.foreplay.co/discovery?ad=dGiARQGAINfrr8kR0BL2,dGiARQGAINfrr8kR0BL2,https://r2.foreplay.co/9a5122fc4416ea531609558e1d6323165d1709d107557ef497ac10d2d728ae58.jpg
04_Alex_Hormozi,Alex Hormozi,14,99,2026-06-10,IMAGE,DOWNLOAD,Download Free Personalized Scaling Roadmap,"**Are you struggling to scale?**

To scale, you need one of these three things:

1. Better advertising and sales processes to get more customers
2. Increased customer value to afford more advertising and sales
3. More people to help keep up with demand

The good news? We’ve designed a Scaling Roadmap that teaches how to solve these constraints.

And we’ve personalized it for your business.

We're confident it can help you break through to the next level.

Just answer a few questions and we’ll send it to you for free.",,https://www.acquisition.com/roadmap,https://app.foreplay.co/discovery?ad=T2RvTs7K98Vs7D7ZywXS,T2RvTs7K98Vs7D7ZywXS,https://r2.foreplay.co/761c19803461622abc4578f64626d75029f0b6bcc0cd0cf0120bdb3350e508d5.jpg
04_Alex_Hormozi,Alex Hormozi,15,91,2026-06-18,IMAGE,LEARN_MORE,Download Free Scaling Frameworks,"Business Owners – real quick – can I get your email?

I want to send you the exact frameworks we’ve used to scale: 

•   Sales 
•   Teams 
•   Communication 
•   Compensation 
•   Worker productivity

These are the same systems we implement across our portfolio companies, and you can get them—for free.

But that’s just the beginning.

These frameworks are only a fraction of what we cover in our Scaling Workshop.

Our two-day intensive at our headquarters includes:
- Day 1: Deep dive into our proven scaling methodology
- Day 2: Group sessions with our leadership team to help you apply it

You’ll leave with a clear, actionable plan to scale every function of your business.

If you’re serious about growth this year, spend two days in Vegas surrounded by high-level business owners who are in the trenches like you. 

🔗 Download your free scaling frameworks → https://www.acquisition.com/fivescalingframeworks 

📞 Book a call to learn more

P.S. This is only for business owners with customers, revenue, and employees—so every conversation stays high level.",,https://www.acquisition.com/commercial-cleaning-c,https://app.foreplay.co/discovery?ad=vhg9aouSxlZhQfOjtkij,vhg9aouSxlZhQfOjtkij,https://r2.foreplay.co/b1881d95ab8e808c65d072e87daf56608e6cdf562fe274e3570f0b41916f7485.jpg
05_Canva,Canva,1,498,2025-05-07,IMAGE,LEARN_MORE,Enjoy an all-in-one design solution,"By consolidating multiple design tools into one with Canva, FNRE scales content production across its office network.",,https://www.canva.com/for-teams/case-studies/first-national-real-estate/,https://app.foreplay.co/discovery?ad=0ya4YOSqoGRZCaBRYORy,0ya4YOSqoGRZCaBRYORy,https://r2.foreplay.co/24160085936917430/1aff19e90770cfc1fac0c98ee1dc2896.jpg
05_Canva,Canva,2,436,2025-07-08,IMAGE,LEARN_MORE,"Less work, more words","Create without burnout. Magic Write helps you with content ideation, writing, editing, and more. Try Canva Pro free.",,https://www.canva.com/pro,https://app.foreplay.co/discovery?ad=acRJZzOVjgYiT2zjq2Fc,acRJZzOVjgYiT2zjq2Fc,https://r2.foreplay.co/24219576124345400/7b99a38915c631173d848eea6d6d9b26.jpg
05_Canva,Canva,3,434,2025-07-10,IMAGE,LEARN_MORE,Streamline your workflow with Canva,"Ray White uses Canva to scale its marketing across 840 offices, while reducing costs.",,https://www.canva.com/for-teams/case-studies/ray-white/,https://app.foreplay.co/discovery?ad=BNkSAOyYLfsknv8nOLTN,BNkSAOyYLfsknv8nOLTN,https://r2.foreplay.co/24455382694059870/94a8c618e7237569d70d22c11eceefdd.jpg
05_Canva,Canva,4,423,2025-07-21,IMAGE,LEARN_MORE,Simplify your design process to unify your brand,Salesforce cut inefficient campaign coordination with Canva. Learn how they consolidated their design process into a single platform to increase productivity and marketing impact.,,https://www.canva.com/for-teams/case-studies/salesforce/,https://app.foreplay.co/discovery?ad=yWGNVrHGHfiS3crx0ypr,yWGNVrHGHfiS3crx0ypr,https://r2.foreplay.co/23980739441598668/e79b6ce0b4cfbb01aea39f82c8224ba0.jpg
05_Canva,Canva,5,423,2025-07-21,IMAGE,LEARN_MORE,Save hundreds of hours of design time,"With Canva, FNRE saves 156 hours on design production annually.",,https://www.canva.com/business/case-studies/first-national-real-estate/,https://app.foreplay.co/discovery?ad=y4aUHsDUedQIArmWrSkc,y4aUHsDUedQIArmWrSkc,https://r2.foreplay.co/24073064342327504/5b3fb8c1933240763c40415dd326edba.jpg
05_Canva,Canva,6,420,2025-07-24,IMAGE,LEARN_MORE,Share your love story with Canva,Planning the wedding of your dreams? Start with your socials. 💕 Create stylish save-the-dates and countdowns in a few clicks.,,https://www.canva.com/,https://app.foreplay.co/discovery?ad=JK9McZVwNc8jzumOyY74,JK9McZVwNc8jzumOyY74,https://r2.foreplay.co/30768121226165990/310389288ac7fdc151bafafe4976918a.jpg
05_Canva,Canva,7,420,2025-07-24,IMAGE,LEARN_MORE,Design social posts smarter,Stay visible online without the daily design grind. Create scroll-stopping content in minutes with Canva. Try it for free.,,https://www.canva.com/social-media/,https://app.foreplay.co/discovery?ad=7ztmOWV2Gb3UVM2xiMSc,7ztmOWV2Gb3UVM2xiMSc,https://r2.foreplay.co/24517059794564550/ca1338fde4df56b37c398d4028bba38a.jpg
05_Canva,Canva,8,410,2025-08-03,CAROUSEL,,Try Canva Pro today,Unlock Background Remover,Try Canva Pro today / Unlock Background Remover,https://www.canva.com/pro,https://app.foreplay.co/discovery?ad=VLzBJNpGUHWJme8Zs8MV,VLzBJNpGUHWJme8Zs8MV,https://r2.foreplay.co/30616863821294490/2a91eacf646137313eb8599cd2ec15e8.jpg; https://r2.foreplay.co/30616863821294490/4feca95880d59a293a74662622e2c887.jpg; https://r2.foreplay.co/30616863821294490/ffb0b9445c219ef4deeb5f1d64392c5e.jpg; https://r2.foreplay.co/30616863821294490/4dfc9f644932b6e98f512bf21de6f40c.jpg; https://r2.foreplay.co/30616863821294490/611445da775032a1c31272aa7ea8700b.jpg
05_Canva,Canva,9,410,2025-08-03,CAROUSEL,,Sign up for Canva Teams,"Fewer tools, faster work.","Sign up for Canva Teams / Fewer tools, faster work.",https://www.canva.com/teams,https://app.foreplay.co/discovery?ad=3KbNS2cFSVrxaoQfEYde,3KbNS2cFSVrxaoQfEYde,https://r2.foreplay.co/24163329109998430/6741b1960657c31501c8350007a92b13.jpg; https://r2.foreplay.co/24163329109998430/f45c44a4096bce832c0b392026656a1f.jpg; https://r2.foreplay.co/24163329109998430/c2ccdc288abe8ab9a39233d8a26edce1.jpg; https://r2.foreplay.co/24163329109998430/4dd3b3f838541f10689b94527e618a78.jpg; https://r2.foreplay.co/24163329109998430/dc16083f6608c0f51c035460e01f5123.jpg
05_Canva,Canva,10,407,2025-08-06,IMAGE,LEARN_MORE,Stand out online,Be your own web designer with Canva. Customizable templates and drag-and-drop tools are all you need. Try for free.,,https://www.canva.com/website-builder/,https://app.foreplay.co/discovery?ad=a2NU0FEc71OABYxtrsql,a2NU0FEc71OABYxtrsql,https://r2.foreplay.co/24333908552913750/ed0054bdb7ee919a3a73b40c3fc87574.jpg
05_Canva,Canva,11,404,2025-08-09,IMAGE,LEARN_MORE,Free and easy video editing,"Me: I’ll just do a quick edit
Also me: 😵‍💫💻🕐🕑🕒🕓🕔🕕
Meet Canva’s drag-and-drop video editor.",,https://www.canva.com/video-editor/,https://app.foreplay.co/discovery?ad=mRFEytPG1ZXiad96JR27,mRFEytPG1ZXiad96JR27,https://r2.foreplay.co/24126754696980970/a0c95e78b44109fddfeaf7c15bd2f248.jpg
05_Canva,Canva,12,403,2025-08-10,IMAGE,LEARN_MORE,Slay your presentations with Canva,Presentation day? It’s your moment. 🔥 Own it with Canva templates that help you shine without stressing over layout design.,,https://www.canva.com/presentations/,https://app.foreplay.co/discovery?ad=LQx2emolgql62gk3nHei,LQx2emolgql62gk3nHei,https://r2.foreplay.co/24150233544586410/0c0c1b0395f954a5645a41ca004ca276.jpg
05_Canva,Canva,13,398,2025-08-15,CAROUSEL,,The all-in-one marketing tool.,Sign up for free.,The all-in-one marketing tool. / Sign up for free.,https://www.canva.com/free/,https://app.foreplay.co/discovery?ad=vSgv0fDYoTgiQpqX5Lqm,vSgv0fDYoTgiQpqX5Lqm,https://r2.foreplay.co/24096421420059796/24da636a1f08105db9ee3ac077f79cce.jpg; https://r2.foreplay.co/24096421420059796/8599cc72067763afde1031574b8c1492.jpg
05_Canva,Canva,14,395,2025-08-18,IMAGE,LEARN_MORE,Transform teamwork,"Collaborate in real time. Invite, design, comment, and tag, all in one place. Try Canva Teams for free.",,https://www.canva.com/for-teams/,https://app.foreplay.co/discovery?ad=nESOsQ7UUY8UaEFL5Ohb,nESOsQ7UUY8UaEFL5Ohb,https://r2.foreplay.co/23934110612954650/d13695d58ff33ecbc1723b897986769d.jpg
05_Canva,Canva,15,394,2025-08-19,IMAGE,ORDER_NOW,Try Canva Print today,"Design and print stylish stationery. Start with a standout template and enjoy free shipping, with no minimum spend.",,https://www.canva.com/print/wedding-stationery/,https://app.foreplay.co/discovery?ad=LWcwqWfDnz8CHUo6TBFa,LWcwqWfDnz8CHUo6TBFa,https://r2.foreplay.co/24168340209484250/aaf70774de12494efa8ef1f54484e4d7.jpg
06_Adobe_Video,Adobe Video (Premiere Pro),1,354,2025-09-28,IMAGE,LEARN_MORE,Try in Premiere Pro (beta).,"Add frames, lengthen ambient audio, and eliminate awkward cuts with Generative Extend. Now in Premiere Pro (beta).",,https://www.adobe.com/products/premiere.html,https://app.foreplay.co/discovery?ad=MYpPynQkDH8H6NkA4kvq,MYpPynQkDH8H6NkA4kvq,https://r2.foreplay.co/34eaac79dbdc60d62b981047622cb20073cc40d482f428eaf9ea8c998c776929.jpg
06_Adobe_Video,Adobe Video (Premiere Pro),2,345,2025-10-07,IMAGE,LEARN_MORE,Find your go-to tools fast.,Click once and the new Properties panel makes your go-to tools accessible in one easy-to-use interface.,,https://www.adobe.com/products/premiere.html,https://app.foreplay.co/discovery?ad=FzMUF2C343aZAq2LTGuL,FzMUF2C343aZAq2LTGuL,https://r2.foreplay.co/692459643286067/ebe08496afa88b09e26b345c2daa5bc6.jpg
